,0,1,normalized
3649,frisconick,July 2005,"[u'entry', u'level', u'market', u'ploy', u'yeah', u'never', u'think', u'way', u'correct', u'sure', u'however', u'afford', u'much', u'expensive', u'car', u'soon', u'saw', u'test', u'drive', u'tl', u'hook']"
3650,kdshapiro,July 2005,"[u'entry', u'level', u'market', u'segment', u'manufacturers', u'make', u'entry', u'level', u'sedan', u'would', u'two', u'choices', u'spartan', u'luxury', u'able', u'get', u'car', u'price']"
3651,webby1,July 2005,"[u'series', u'honda']"
3652,frisconick,July 2005,"[u'would', u'suck']"
3653,jsamson,July 2005,"[u'entry', u'level', u'near', u'luxury', u'think', u'prefer', u'entry', u'level', u'understand', u'youre', u'say', u'frisco', u'entry', u'level', u'car', u'seem', u'better', u'expensive', u'siblings', u'think', u'may', u'due', u'fact', u'hard', u'overlook', u'value', u'car', u'offer', u'slightly', u'hp', u'standard', u'feature', u'extra', u'waste', u'id', u'probably', u'trade']"
3654,frisconick,July 2005,"[u'get', u'extra', u'cash', u'spend', u'still', u'believe', u'tl', u'much', u'better', u'value', u'rl', u'wife', u'choose', u'cheaper', u'suprior', u'imho', u'p']"
3655,kdshapiro,July 2005,"[u'rl', u'superior', u'car', u'give', u'form', u'vs', u'function', u'leave', u'price', u'equation', u'however', u'decide', u'extra', u'worth', u'like', u'say', u'new', u'better', u'car', u'new', u'upcoming', u'bmw', u'cheaper', u'tossable']"
3656,blueguydotcom,July 2005,"[u'series', u'honda', u'usa', u'bmw', u'worry', u'market', u'tarnish', u'image', u'come', u'think', u'view', u'acura', u'kind', u'tweener', u'bridge', u'audi', u'audi', u'base', u'audi']"
3657,frisconick,July 2005,"[u'leave', u'price', u'equation', u'form', u'function', u'tl', u'style', u'superior', u'imo', u'drive', u'car', u'tl', u'interior', u'good', u'rl', u'roominess', u'honda', u'finish', u'sort', u'like', u'say', u'new', u'better', u'car', u'new', u'upcoming', u'bmw', u'cheaper', u'tossable', u'lol', u'p']"
3658,billyperks,July 2005,"[u'rl', u'interior', u'step', u'tl', u'high', u'step', u'step', u'two']"
3659,jsamson,July 2005,"[u'fact', u'think', u'tl', u'superior', u'honda', u'finish', u'look', u'etc', u'bmw', u'series', u'better', u'infiinity', u'coupe', u'best', u'car', u'offer', u'whoa', u'frisco', u'truly', u'tl', u'fanatic', u'must', u'sort', u'come', u'infiltrate', u'forums', u'tl', u'propagandha', u'anyway', u'think', u'would', u'safe', u'say', u'forum', u'would', u'pick', u'series', u'e', u'class', u'rl', u'entry', u'level', u'counterparts', u'give', u'price', u'awd', u'rl', u'rank', u'second', u'sport', u'sedan', u'comparo', u'beat', u'bmw', u'tl', u'great', u'car', u'without', u'doubt', u'look', u'strikingly', u'similar', u'acura', u'even', u'bite', u'like', u'honda', u'youve', u'ever', u'interior', u'honda', u'ex', u'leather', u'youd', u'probably', u'double', u'take', u'think', u'tl', u'id', u'pick', u'rl', u'tl', u'anyday']"
3660,ljwalters1,July 2005,"[u'entry', u'level', u'whatever', u'call', u'step', u'think', u'bmw', u'maybe', u'audi', u'right', u'level', u'bmw', u'rl', u'car', u'faster', u'sometimes', u'bigger', u'luxurious', u'yet', u'reason', u'bmw', u'manual', u'tranny', u'probably', u'reason', u'things', u'equal', u'take', u'tl', u'otherwise', u'sound', u'fantastic']"
3661,frisconick,July 2005,"[u'lol', u'afford', u'car', u'planet', u'want', u'prefer', u'tl', u'acura', u'rl', u'test', u'drive', u'btw', u'look', u'like', u'like', u'acura', u'front', u'nothing', u'like', u'honda', u'btw', u'look', u'rl', u'side', u'look', u'remarkably', u'like', u'honda', u'interior', u'honda', u'finish', u'tl', u'good', u'rl', u'rl', u'really', u'much', u'roomier', u'guess', u'like', u'sportier', u'lower', u'end', u'car', u'bigger', u'brothers', u'p']"
3662,cdnpinhead,July 2005,"[u'thing', u'call', u'protest', u'much', u'sure', u'give', u'degree', u'refinement', u'know', u'may', u'want', u'take', u'resources', u'could', u'spend']"
3663,fedlawman,July 2005,"[u'prefer', u'tl', u'acura', u'rland', u'prefer', u'acura', u'go', u'figure']"
3664,frisconick,July 2005,"[u'exactly', u'mean', u'preferences', u'prefer', u'acura', u'small', u'sporty', u'car', u'great', u'prefer', u'tl', u'rl', u'smaller', u'sportier', u'car', u'great', u'want', u'big', u'lux', u'car', u'would', u'top', u'line', u'mb', u'rl', u'p']"
3665,jrock65,July 2005,"[u'okay', u'result', u'august', u'automobile', u'mag', u'comparo', u'price', u'parantheses', u'infiniti', u'best', u'driver', u'car', u'best', u'interior', u'idrive', u'plus', u'infiniti', u'best', u'car', u'value', u'consider', u'best', u'car', u'cadillac', u'infiniti', u'forget', u'price', u'americans', u'catch', u'real', u'btw', u'r', u'separate', u'test', u'infiniti', u'audi', u'infiniti', u'praise', u'effusively', u'number', u'infiniti', u'audi', u'infiniti']"
3666,blueguydotcom,July 2005,"[u'wow', u'everybody', u'get', u'lousy', u'time', u'hmmm', u'something', u'car']"
3667,lemmer,July 2005,"[u'everybody', u'use', u'say', u'bmw', u'underrate', u'engines', u'maybe', u'use', u'realistic', u'rat', u'system', u'line', u'competitors', u'look', u'power', u'weight', u'new', u'acceleration']"
3668,dhanley,July 2005,"[u'everybody', u'use', u'say', u'bmw', u'underrate', u'engines', u'wonder', u'rat', u'hp', u'friends', u'pretty', u'fast', u'car', u'believe', u'drive', u'feel', u'fast', u'feel', u'chrysler']"
3669,lmacmil,July 2005,"[u'drive', u'feel', u'fast', u'feel', u'chrysler', u'hp', u'read', u'car', u'mag', u'hop', u'article', u'years', u'know', u'take', u'significant', u'hp', u'jump', u'produce', u'noticeable', u'acceleration', u'improvements', u'always', u'amuse', u'someone', u'claim', u'feel', u'difference', u'install', u'k', u'n', u'air', u'filter', u'way', u'one', u'feel', u'increase', u'hp', u'engine']"
3670,dhanley,July 2005,"[u'yes', u'read', u'article', u'yet', u'still', u'think', u'greater', u'perception', u'hp', u'course', u'lot', u'factor', u'email', u'protect', u'weight', u'gear', u'etc', u'dave']"
3671,fedlawman,July 2005,"[u'bmw', u'publish', u'number', u'also', u'second']"
3672,wco81,July 2005,"[u'audi', u'slower', u'publish', u'time', u'felt', u'plenty', u'fast', u'faster', u'need', u'type', u'honda', u'drive', u'around', u'radar', u'around', u'include', u'photo', u'radar']"
3673,frisconick,July 2005,"[u'car', u'mag', u'different', u'number', u'c', u'fast', u'number']"
3674,kasperghost,July 2005,"[u'wonder', u'change', u'gear', u'bite', u'short', u'compare', u'competitors', u'anyone', u'know', u'short', u'gear', u'seem', u'bite', u'high', u'drive']"
3675,ctl,July 2005,"[u'segment', u'car', u'cost', u'around', u'usd', u'describe', u'car', u'drivers', u'much', u'problem', u'need', u'ask', u'walton', u'founder', u'drive', u'old', u'pickup', u'need', u'put', u'affordability', u'word', u'worry', u'objectively', u'average', u'one', u'afford', u'car', u'mean', u'cost', u'car', u'x', u'overall', u'asset', u'x', u'vary', u'person', u'walton', u'better', u'make', u'person', u'make', u'short']"
3676,frisconick,July 2005,"[u'oh', u'agree', u'point', u'chrysler', u'merely', u'market', u'ploy', u'agree', u'point', u'unfortunately', u'employees', u'ca', u'even', u'afford', u'old', u'pickup', u'mad']"
3677,nyrefugee,July 2005,"[u'short', u'gear', u'seem', u'bite', u'high', u'drive', u'mean', u'gear', u'ratios', u'think', u'gear', u'pretty', u'short', u'drive', u'freeway', u'mph', u'usual', u'highway', u'cruise', u'speed', u'sixth', u'gear', u'get', u'k', u'rpms', u'even', u'drive', u'mph', u'sixth', u'gear', u'relatively', u'flat', u'road', u'without', u'engine', u'complain', u'kind', u'wish', u'gear', u'taller', u'could', u'get', u'better', u'gas', u'mileage', u'cruise', u'freeway', u'oh', u'well', u'course', u'shorter', u'gear', u'better', u'performance', u'use', u'gear', u'accelerate', u'also', u'shorter', u'sixth', u'gear', u'mean', u'dont', u'shift', u'want', u'pass', u'one', u'freeeway', u'think', u'better', u'choice', u'g', u'definately', u'one', u'german', u'car', u'super', u'tall', u'sixth', u'gear', u'make', u'cruise', u'mph']"
3678,blueguydotcom,July 2005,"[u'also', u'shorter', u'sixth', u'gear', u'mean', u'dont', u'shift', u'want', u'pass', u'one', u'freeeway', u'think', u'better', u'choice', u'precisely', u'buy', u'manual', u'want', u'shift', u'volkswagen', u'mazda', u'think', u'along', u'need', u'pass', u'power', u'top', u'gear', u'line', u'make', u'chrysler', u'crazy', u'mad', u'get', u'lousy', u'mileage', u'road', u'trip', u'car', u'give', u'chrysler', u'really', u'really', u'tall', u'still', u'need', u'power', u'pass', u'fall', u'back', u'take', u'still', u'get', u'mpg', u'run', u'day', u'bmw', u'still', u'wish', u'car', u'gear', u'even', u'taller', u'buy', u'manual', u'control', u'car']"
3679,nyrefugee,July 2005,"[u'point', u'almost', u'seem', u'japanese', u'engineer', u'assume', u'americans', u'follow', u'speed', u'limit', u'decide', u'gear', u'big', u'mistake', u'want', u'max', u'fuel', u'efficiency', u'highway', u'probably', u'drive', u'speed', u'limit', u'around', u'mph', u'say', u'bright', u'side', u'shift', u'fun', u'lower', u'speed']"
3680,lmacmil,July 2005,"[u'reason', u'better', u'top', u'gear', u'acceleration', u'suppose', u'infinitis', u'gear', u'lower', u'pretty', u'much', u'competition', u'look', u'rpm', u'mph', u'figure', u'car', u'mags', u'spin', u'rpm', u'higher', u'competition', u'think', u'kill', u'highway', u'mileage', u'compare', u'say', u'tl']"
3681,dhanley,July 2005,"[u'reason', u'better', u'top', u'gear', u'acceleration', u'suppose', u'infinitis', u'gear', u'lower', u'pretty', u'much', u'competition', u'sure', u'engineer', u'decide', u'oomph', u'mash', u'pedal', u'would', u'sell', u'car', u'extra', u'mpg', u'personally', u'highway', u'honda', u'make', u'chrysler', u'move', u'know', u'like', u'americans']"
3682,laurasdada,July 2005,"[u'mpg', u'one', u'several', u'reason', u'choose', u'tl', u'pay', u'premium', u'gas', u'get', u'relatively', u'poor', u'mpg', u'much', u'frugal', u'new', u'england', u'psyche', u'take', u'service', u'wednesday', u'ask', u'dealer', u'investigate', u'intermittent', u'disappear', u'settings', u'rattle', u'sunroof', u'vent', u'position', u'far']"
3683,nyrefugee,July 2005,"[u'personally', u'highway', u'honda', u'make', u'chrysler', u'move', u'know', u'like', u'americans', u'probably', u'go', u'audi', u'audi', u'turbo', u'mileage', u'pretty', u'damn', u'good', u'car', u'almost', u'get', u'end', u'could', u'resist', u'performance']"
3684,laydi,July 2005,"[u'note', u'also', u'post', u'help', u'chrysler', u'choose', u'board', u'want', u'post', u'look', u'performance', u'sedan', u'live', u'chicago', u'come', u'rwd', u'awd', u'know', u'one', u'better', u'fyi', u'longer', u'term', u'goal', u'set', u'gs', u'larger', u'income', u'greet', u'former', u'owner', u'love', u'prestige', u'drive', u'lexus', u'color', u'combo', u'definitely', u'prefer', u'black', u'interior', u'quite', u'honestly', u'spoil', u'luxury', u'convenience', u'feature', u'like', u'heat', u'seat', u'passenger', u'control', u'climate', u'moonroof', u'speed', u'control', u'volume', u'etc', u'nav', u'system', u'rain', u'sensor', u'wipers', u'bell', u'whistle', u'could', u'imagine', u'radical', u'change', u'body', u'style', u'remind', u'chrysler', u'much', u'toyota', u'would', u'prefer', u'distinct', u'style', u'vehicle', u'actually', u'walk', u'toyota', u'several', u'occasion', u'think', u'mine', u'look', u'like', u'luxury', u'sport', u'sedan', u'combo', u'acura', u'tl', u'hear', u'great', u'things', u'nav', u'system', u'tl', u'need', u'definite', u'desire', u'things', u'experience', u'would', u'like', u'capability', u'bluetooth', u'capable', u'phone', u'wheel', u'control', u'player', u'command', u'nav', u'guidance', u'nav', u'hear', u'last', u'items', u'feature', u'tl', u'nav', u'system', u'oh', u'price', u'range', u'low', u'yes', u'know', u'want', u'world', u'single', u'female', u'children', u'days', u'besides', u'splurge', u'unable', u'sure', u'want', u'give', u'drive', u'lexus', u'might', u'thoughts']"
3685,dhanley,July 2005,"[u'probably', u'go', u'audi', u'audi', u'turbo', u'mileage', u'pretty', u'damn', u'good', u'car', u'would', u'also', u'say', u'audi', u'like', u'hp', u'car', u'least', u'chrysler', u'darn', u'strong', u'fortunately', u'several', u'choices', u'good', u'mileage', u'good', u'power', u'audi', u'tl']"
3686,frisconick,July 2005,"[u'never', u'really', u'think', u'prestige', u'research', u'car', u'saw', u'tl', u'street', u'think', u'one', u'nice', u'look', u'car', u'test', u'drive', u'tl', u'gun', u'freeway', u'plus', u'tl', u'lot', u'lux', u'go', u'p']"
3687,blueguydotcom,July 2005,"[u'greet', u'former', u'owner', u'love', u'prestige', u'drive', u'lexus', u'actually', u'walk', u'toyota', u'several', u'occasion', u'think', u'mine', u'much', u'prestige', u'mistake', u'car', u'look', u'like', u'luxury', u'sport', u'sedan', u'combo', u'acura', u'tl', u'hear', u'great', u'things', u'nav', u'system', u'tl', u'need', u'definite', u'desire', u'things', u'experience', u'would', u'like', u'acura', u'hand', u'best', u'lincoln', u'system', u'make', u'equivalent', u'items', u'look', u'like', u'tinker', u'capability', u'bluetooth', u'capable', u'phone', u'wheel', u'control', u'acura', u'steer', u'wheel', u'control', u'g', u'playerto', u'watch', u'mean', u'command', u'guidance', u'acura', u'rl', u'one', u'know', u'price', u'range', u'low', u'tl', u'do', u'go', u'find', u'one', u'drive', u'like', u'buy', u'acura', u'acura', u'offer', u'feature', u'much', u'less', u'better', u'car', u'imho']"
3688,frisconick,July 2005,"[u'drive', u'lexus', u'acura', u'might', u'much', u'harsh', u'ride', u'would', u'bmw', u'tl', u'smoother', u'ride', u'tons', u'power', u'would', u'say', u'acura', u'better', u'car', u'different', u'however', u'sporty', u'ride', u'acura', u'fantastic', u'value', u'like', u'get', u'bmw', u'less', u'least']"
3689,blueguydotcom,July 2005,"[u'like', u'get', u'bmw', u'less', u'acura', u'good', u'car', u'nothing', u'like', u'bmw', u'better', u'tranny', u'better', u'workmanship', u'long', u'shoot', u'also', u'less', u'powerful', u'rid', u'high', u'cylinder', u'get', u'power', u'go', u'wrong', u'wheel', u'spend', u'car', u'acura', u'strong', u'contender', u'get', u'win', u'without', u'fight']"
3690,jamesspot,July 2005,"[u'better', u'interior', u'feature', u'stronger', u'power', u'luxurious', u'ride', u'incredible', u'stereo', u'equal', u'reliability', u'plenty', u'room', u'cruise', u'drive', u'car', u'drive', u'price', u'point', u'high', u'performance', u'driver', u'better', u'choices', u'tl', u'one', u'wife', u'would', u'want', u'steep', u'luxury', u'drive', u'machine', u'personally', u'like', u'silver', u'black', u'leather', u'interior', u'car']"
3691,dhanley,July 2005,"[u'drive', u'lexus', u'acura', u'might', u'much', u'harsh', u'ride', u'would', u'bmw', u'tl', u'smoother', u'ride', u'tons', u'hm', u'mean', u'sport', u'package', u'maybe', u'inch', u'rim', u'otherwise', u'think', u'harsher', u'tl']"
3692,frisconick,July 2005,"[u'wife', u'choose', u'silver', u'black', u'interior', u'p', u'let', u'honest', u'car', u'otd', u'go', u'least', u'lincoln', u'love', u'wifes', u'tl', u'ca', u'get', u'chrysler']"
3693,blueguydotcom,July 2005,"[u'mention', u'private', u'party', u'lincoln', u'miles']"
3694,frisconick,July 2005,"[u'good', u'point', u'miles', u'one', u'year', u'old', u'car', u'lot', u'seem', u'will', u'buy', u'use', u'car', u'think', u'drive', u'tl', u'think', u'would', u'impress']"
3695,blueguydotcom,July 2005,"[u'tl', u'nearly', u'two', u'model', u'years', u'old', u'two', u'months', u'away', u'miles', u'normal']"
3696,ljwalters1,July 2005,"[u'weigh', u'side', u'tl', u'general', u'comment', u'particular', u'order', u'include', u'little', u'score', u'system', u'really', u'ride', u'quality', u'far', u'ride', u'quality', u'guess', u'prefer', u'cushier', u'luxurious', u'ride', u'sporty', u'tight', u'ride', u'use', u'consider', u'would', u'probably', u'best', u'ride', u'feature', u'want', u'tl', u'would', u'probably', u'good', u'compromise', u'toyota', u'price', u'feature', u'sporty', u'probably', u'least', u'forgive', u'ride', u'gs', u'tl', u'status', u'think', u'acura', u'least', u'status', u'among', u'lexus', u'infiniti', u'acura', u'think', u'lexus', u'gs', u'gs', u'tl', u'feature', u'use', u'gs', u'go', u'technologically', u'advance', u'car', u'might', u'consider', u'tl', u'hand', u'feature', u'mention', u'except', u'traffic', u'navigation', u'rl', u'maybe', u'infiniti', u'video', u'player', u'also', u'say', u'goodbye', u'wipers', u'something', u'sorely', u'miss', u'last', u'car', u'tl', u'nav', u'integration', u'climate', u'control', u'radio', u'utterly', u'amaze', u'understate', u'drive', u'verbally', u'tell', u'car', u'change', u'temp', u'pass', u'temp', u'direct', u'air', u'particular', u'vent', u'etc', u'scroll', u'presets', u'nothing', u'radio', u'direct', u'cd', u'player', u'play', u'particular', u'track', u'particular', u'disc', u'awesome', u'aside', u'infiniti', u'price', u'range', u'might', u'rough', u'ride', u'best', u'technological', u'feature', u'car', u'know', u'come', u'manual', u'transmission', u'dream', u'car', u'another', u'bonus', u'tls', u'nav', u'make', u'enter', u'info', u'manually', u'much', u'easier', u'otherwise', u'enter', u'info', u'motion', u'parent', u'lexus', u'allow', u'know', u'nav', u'general', u'think', u'least', u'technically', u'advance', u'new', u'g', u'would', u'onlder', u'lexus', u'think', u'gs', u'tl', u'price', u'check', u'classifieds', u'know', u'get', u'tech', u'feature', u'want', u'add', u'much', u'gs', u'since', u'probably', u'need', u'aftermarket', u'do', u'cost', u'least', u'extra', u'tl', u'include', u'except', u'nav', u'pretty', u'common', u'depend', u'change', u'make', u'model', u'might', u'will', u'save', u'even', u'buy', u'use', u'tl', u'gs', u'tl', u'anyway', u'score', u'tl', u'ontop', u'surprise', u'drive', u'disregard', u'score', u'sec', u'need', u'discount', u'bmw', u'value', u'sportiness', u'luxury', u'seem', u'prefer', u'luxury', u'gs', u'luxurious', u'ride', u'prestige', u'tl', u'technology', u'think', u'choice', u'come', u'two', u'depend', u'value', u'think', u'guy', u'impress', u'tl', u'gs', u'single', u'gal', u'might', u'play', u'things', u'bite']"
3697,perunest,July 2005,"[u'past', u'two', u'season', u'bill', u'auberlin', u'tour', u'car', u'national', u'championship', u'bmw', u'year', u'cumulative', u'point', u'race', u'events', u'since', u'also', u'race', u'type', u'events', u'last', u'tour', u'car', u'race', u'lime', u'rock', u'park', u'weeks', u'ago', u'compare', u'highly', u'tune', u'machine', u'indicator', u'faster', u'car', u'weight', u'add', u'take', u'base', u'well', u'previous', u'race', u'win', u'two', u'race', u'row', u'get', u'weight', u'add', u'time', u'intentionally', u'try', u'level', u'field', u'make', u'competitive', u'fan', u'front', u'wheel', u'drive', u'rear', u'wheel', u'drive', u'personal', u'preferance', u'people', u'like', u'drive', u'spiritedly', u'choose', u'rear', u'wheel', u'drive', u'manual', u'transmission', u'current', u'issue', u'automobile', u'magazine', u'compare', u'call', u'best', u'sport', u'sedan', u'three', u'continents', u'select', u'cadillac', u'ctv', u'us', u'bmw', u'europe', u'infiniti', u'asia', u'make', u'point', u'leave', u'good', u'acura', u'tl', u'rear', u'wheel', u'drive', u'therefore', u'true', u'sport', u'sedan', u'own', u'alot', u'car', u'years', u'include', u'number', u'front', u'wheel', u'drive', u'model', u'nothing', u'could', u'touch', u'two', u'miatas', u'handle', u'miata', u'consecutive', u'national', u'championships', u'autocross', u'currently', u'drive', u'infiniti', u'speed', u'bmw', u'speed', u'roadster', u'rear', u'wheel', u'drive', u'different', u'feel', u'either', u'like']"
3698,frisconick,July 2005,"[u'excuse', u'ignorence', u'miata', u'fwd', u'rwd']"
3699,blueguydotcom,July 2005,"[u'hmm', u'years', u'rwd']"
3700,frisconick,July 2005,"[u'like', u'say', u'excuse', u'iignorence', u'plus', u'car', u'would', u'never', u'consider', u'buy']"
3701,laydi,July 2005,"[u'thank', u'much', u'everyone', u'responses', u'really', u'appreciate', u'advice', u'obtain', u'quote', u'new', u'vehicles', u'around', u'see', u'follow', u'use', u'list', u'plan', u'negotiate', u'price', u'like', u'combo', u'best', u'price', u'signifant', u'change', u'try', u'look', u'acura', u'website', u'info', u'successful', u'find', u'everyone']"
3702,taxesquire,July 2005,"[u'yu', u'look', u'tl', u'review', u'tell', u'change']"
3703,delmar1,July 2005,"[u'good', u'price', u'would', u'expect', u'brand', u'new', u'use', u'ask', u'question', u'chrysler', u'choose', u'forum', u'might', u'want', u'check', u'one', u'yet', u'number', u'us', u'respond']"
3704,delmar1,July 2005,"[u'base', u'upon', u'requirements', u'tl', u'recommendation', u'would', u'recommend', u'enjoy', u'luxury', u'lexus', u'tl', u'mix', u'interior', u'definitely', u'superior', u'remind', u'lexus', u'gs', u'series', u'even', u'rival', u'bmw', u'series', u'feature', u'items', u'indicate', u'bluetooth', u'control', u'etc', u'order', u'look', u'add', u'tl', u'package', u'stereo', u'cd', u'indash', u'changer', u'speakers', u'universally', u'accept', u'superior', u'performance', u'control', u'button', u'steer', u'wheel', u'dual', u'climate', u'zone', u'power', u'seat', u'feature', u'indicate', u'include', u'model', u'without', u'premium', u'package', u'buy', u'performance', u'well', u'hp', u'latest', u'car', u'driver', u'magazine', u'show', u'easily', u'keep', u'bmw', u'series', u'past', u'review', u'others', u'show', u'competitive', u'performance', u'others', u'class', u'price', u'get', u'tl', u'nav', u'horrible', u'mix', u'drive', u'get', u'similarily', u'equip', u'bmw', u'series', u'pay', u'lexus', u'gs', u'pay', u'really', u'want', u'something', u'different', u'look', u'tl', u'dark', u'green', u'exterior', u'parchment', u'camel', u'interior', u'wood', u'trim', u'include', u'cost', u'sharp', u'similar', u'lexus', u'interior', u'yes', u'world', u'never', u'pine', u'drive', u'lexus']"
3705,laydi,July 2005,"[u'duly', u'note', u'tahnks', u'head', u'price']"
3706,quasiactuary,July 2005,"[u'earth', u'get', u'invoice', u'without', u'navigation', u'tl', u'price', u'premium', u'package', u'invoice', u'strip', u'tl', u'price', u'information', u'pretty', u'bias', u'true']"
3707,blueguydotcom,July 2005,"[u'incentives', u'right', u'good', u'lower', u'sticker', u'without', u'negotiate']"
3708,delmar1,July 2005,"[u'allow', u'chrysler', u'support', u'price', u'challenge', u'another', u'base', u'infiniti', u'coupe', u'add', u'premium', u'package', u'navigation', u'xm', u'radio', u'must', u'go', u'compare', u'tl', u'suzuki', u'guard', u'plus', u'destination', u'total', u'msrp', u'receive', u'month', u'ago', u'perhaps', u'could', u'negotiate', u'price', u'determine', u'tl', u'substantiate', u'claim', u'go', u'price', u'pay', u'buy', u'experience', u'review', u'recent', u'post', u'price', u'get', u'base', u'msrp', u'already', u'without', u'premium', u'package', u'strip', u'version', u'nothing', u'sunroof', u'nothing', u'original', u'poster', u'one', u'require', u'amenities', u'order', u'compare', u'tl', u'bias', u'true', u'hope', u'correct', u'assessment', u'let', u'chrysler', u'know', u'incorrect', u'price', u'calculations', u'whether', u'price', u'post', u'incorrect']"
3709,laydi,July 2005,"[u'quote', u'dealer', u'email', u'receive', u'today', u'invoice', u'tl', u'lincoln', u'tl', u'without', u'lincoln', u'could', u'save', u'little', u'money', u'invoice', u'deal', u'fact', u'couple', u'months', u'really', u'help', u'us', u'dealers', u'area', u'include', u'start', u'come', u'another', u'dealer', u'color', u'combo', u'say', u'market', u'soft', u'able', u'get', u'car', u'low', u'price', u'quantify', u'low', u'price']"
3710,dhanley,July 2005,"[u'tl', u'nav', u'summer', u'tire', u'honest', u'compare', u'shop', u'price', u'sticker', u'price', u'carsdirect', u'say', u'area', u'tl', u'nav', u'nav', u'premium', u'xenon']"
3711,delmar1,July 2005,"[u'price', u'provide', u'price', u'price', u'shop', u'price', u'sticker', u'price', u'indicate', u'go', u'look', u'pay', u'board', u'see', u'even', u'provide', u'specific', u'post', u'number', u'gs', u'show', u'price', u'pay', u'others', u'tl', u'price', u'include', u'destination', u'cost', u'head', u'tl', u'price', u'pay', u'board', u'validate', u'even', u'head', u'look', u'quote', u'original', u'poster', u'receive', u'believe', u'initial', u'nav', u'post', u'message', u'apples', u'oranges', u'carsdirect', u'go', u'rate', u'certain', u'even', u'include', u'destination', u'charge', u'look', u'people', u'pay', u'board', u'make', u'look', u'price', u'pay', u'board', u'message', u'see']"
3712,frisconick,July 2005,"[u'would', u'still', u'recomend', u'tl', u'laydi', u'seem', u'prefer', u'feature', u'rather', u'performance', u'tl', u'fine', u'perform', u'machine', u'actually', u'faster', u'sedan', u'laydi', u'want', u'feature', u'lux', u'performance', u'tl', u'car']"
3713,delmar1,July 2005,"[u'still', u'think', u'mislead', u'apologies', u'let', u'chrysler', u'mention', u'items', u'clearify', u'intent', u'likely', u'people', u'think', u'think', u'coupe', u'sedan', u'secondary', u'think', u'therefore', u'price', u'coupe', u'hope', u'support', u'price', u'coupe', u'infiniti', u'previous', u'note', u'think', u'agree', u'price', u'pay', u'demonstrate', u'board', u'post', u'web', u'site', u'price', u'sedan', u'specifically', u'get', u'price', u'however', u'understand', u'roughly', u'believe', u'compare', u'tl', u'demonstrate', u'email', u'quote', u'paragraph', u'yes', u'bargain', u'disclose', u'initial', u'note', u'however', u'price', u'provide', u'price', u'pay', u'others', u'board', u'negotiations', u'please', u'refer', u'message', u'board', u'refer', u'actual', u'pay', u'price', u'infiniti', u'coupe', u'make', u'fact', u'let', u'chrysler', u'summarize', u'think', u'coupe', u'infiniti', u'coupe', u'nav', u'sell', u'accord', u'multiple', u'post', u'web', u'site', u'board', u'sedan', u'approximately', u'price', u'compare', u'acura', u'tl', u'initially', u'quote', u'prospective', u'buyer', u'likely', u'purchase', u'price', u'negotiations', u'forget', u'discussion', u'price', u'look', u'towards', u'initial', u'email', u'today', u'go', u'various', u'amentities', u'tl', u'address', u'initial', u'email', u'communicate', u'want', u'desire', u'car', u'want', u'world', u'tl', u'consider']"
3714,blueguydotcom,July 2005,"[u'apples', u'oranges', u'carsdirect', u'go', u'rate', u'certain', u'even', u'include', u'destination', u'charge', u'look', u'people', u'pay', u'board', u'right', u'person', u'decent', u'negotiate', u'skills', u'buy', u'lower', u'make', u'look', u'price', u'pay', u'board', u'message', u'people', u'good', u'infiniti', u'lincoln', u'xm', u'premium', u'suzuki', u'guard', u'blaze', u'list', u'expect', u'infinit', u'dealer', u'would', u'beat', u'manufacturer', u'dealer', u'incentive', u'mean', u'get', u'price', u'invoice', u'one', u'pay', u'car', u'old', u'subtract', u'another', u'price', u'target', u'course', u'ca', u'get', u'dealer', u'let', u'dealer', u'worth', u'go']"
3715,blueguydotcom,July 2005,"[u'first', u'likely', u'people', u'think', u'think', u'coupe', u'first', u'sedan', u'board', u'compare', u'tl', u'talk', u'sedan', u'sedan', u'second', u'sedan', u'outsell', u'coupe', u'thousand', u'units', u'month', u'sedan', u'buyers', u'think', u'buy']"
3716,delmar1,July 2005,"[u'visual', u'survey', u'road', u'dealership', u'indicate', u'coupes', u'common', u'perhaps', u'calif', u'appearance', u'edmunds', u'board', u'discussions', u'also', u'appear', u'coupes', u'popular', u'either', u'way', u'outcome']"
3717,delmar1,July 2005,"[u'please', u'point', u'chrysler', u'post', u'board', u'support', u'position', u'sure', u'boast', u'success', u'talk', u'price', u'infiniti', u'coupe', u'indicate', u'destination', u'could', u'incorrect', u'would', u'like', u'see', u'post', u'materially', u'different', u'price']"
3718,blueguydotcom,July 2005,"[u'visual', u'survey', u'road', u'dealership', u'indicate', u'coupes', u'common', u'perhaps', u'calif', u'appearance', u'edmunds', u'board', u'discussions', u'also', u'appear', u'coupes', u'popular', u'either', u'way', u'outcome', u'well', u'empriically', u'deduce', u'nationally', u'release', u'sales', u'number', u'refute', u'schmacts', u'see', u'coupes', u'therefore', u'coupe', u'popular', u'wow']"
3719,blueguydotcom,July 2005,"[u'kid', u'back', u'row', u'sedan', u'sure', u'go', u'price', u'coupe', u'luxury', u'sedan', u'comparison', u'board']"
3720,delmar1,July 2005,"[u'go', u'others', u'pop', u'right', u'truce', u'price', u'concept', u'tl', u'still', u'recommendation']"
